#hampa 16251
TEXT 0;0 0 0 0 0 0 
ITEM 0;128 11 33 11 11 11 0 11 0 0 0 11 0 11 0 0 0 0 0 26 0
BODCOL 0;0 0 1 0 2 0 3 0 4 0 5 0 6 0 7 0 8 0 9 0 10 0 11 0 12 0 13 0 14 0 15 0 16 0 17 0 18 0 19 0 20 0
GRADCOL1 0;0 0 1 0 2 0 3 0 4 0 5 0 6 0 7 0 8 0 9 0 10 0 11 0 12 0 13 0 14 0 15 0 16 0 17 0 18 0 19 0 20 0
GRADCOL2 0;0 0 1 0 2 0 3 0 4 0 5 0 6 0 7 0 8 0 9 0 10 0 11 0 12 0 13 0 14 0 15 0 16 0 17 0 18 0 19 0 20 0
FORCOL 0;0 11 1 11 2 11 3 11 4 11 5 11 6 11 7 11 8 11 9 11 10 11 11 11 12 11 13 11 14 11 15 11 16 11 17 11 18 11 19 11 20 0
RELCOL 0;0 33 1 33 2 33 3 33 4 33 5 33 6 33 7 33 8 33 9 33 10 33 11 33 12 33 13 33 14 33 15 33 16 33 17 33 18 33 19 33 20 0
REPCOL 0;0 11 1 11 2 11 3 11 4 11 5 11 6 11 7 11 8 11 9 11 10 11 11 11 12 11 13 11 14 11 15 11 16 11 17 11 18 11 19 11 20 0
BELTNAME 0;Banana
TRAILCOL 0;0 0 1 0 2 0 3 0
TEXBODY 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
BMAPBODY 0; 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
TEXJOINT 0; 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
BMAPJOINT 0; 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
TEXTRAIL 0; 1 1 1 1
TEXGROUND 0; 1
FLAME0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FLAME1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FLAME2 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FLAME3 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FLAME4 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HAIR0 0; 1 8 0 0 360 4 10 30 38 2 4 2 26 8 0 100
HAIR1 0; 1 8 0 30 360 4 10 30 38 4 6 1 26 8 0 100
HAIR2 0; 1 8 0 60 360 4 10 30 38 4 6 1 26 8 0 100
HAIR3 0; 1 8 0 90 360 4 10 30 38 4 6 1 26 8 0 100
HAIR4 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HAIR5 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HAIR6 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HAIR7 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HAIR8 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HAIR9 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HAIR10 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HAIR11 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HAIR12 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HAIR13 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HAIR14 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HAIR15 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
